gsisname,height,weight,college,birthdate,yearspro,team
A.Lewis,69,171,Central Washington,2/29/1988,1,
Q.Coples,78,290,North Carolina,6/22/1990,4,MIA
G.Alexander,74,209,Boise State,6/28/1984,5,
V.Abiamiri,76,267,Notre Dame,1/14/1986,5,
I.Alama-Francis,77,290,Hawaii,12/4/1984,6,
R.Kalil,74,300,USC,3/29/1985,9,CAR
S.Satele,75,300,Hawaii,11/29/1984,8,
E.Wright,70,200,Nevada-Las Vegas,7/24/1985,8,
T.McBride,74,278,Tennessee,5/30/1985,6,
J.Wilson,69,187,Maryland,3/11/1985,9,DET
T.Crowder,76,260,Texas,6/30/1985,5,
L.Kilgore,75,206,Middle Tennessee State,5/24/1990,0,
,77,295,McNeese State,10/13/1991,2,JAC
S.Jones,75,200,Valdosta State,8/9/1992,1,NO
,73,230,Brigham Young,10/30/1989,1,
,75,236,Louisiana-Monroe,6/15/1992,1,SF
B.Dixon,72,195,Northwest Missouri State,4/26/1990,2,NO
T.Flanders,69,210,Sam Houston State,9/29/1991,0,
,74,302,Grand Valley State,5/24/1990,0,
B.Coleman,78,225,Rutgers,6/22/1992,1,NO
M.Owens,70,225,Maine,5/4/1984,10,
A.Harris,70,205,Louisville,4/8/1982,5,
,75,237,North Carolina State,8/2/1990,0,
B.Sewall,73,197,Brown,2/29/1988,1,
P.Trahan,74,236,Mississippi,11/7/1986,2,
J.Malecki,74,298,Pittsburgh,5/26/1988,2,
K.Matthews,75,300,Texas A&M,2/4/1987,5,
A.Berry,69,190,Pittsburgh,6/25/1988,5,
R.Callaway,77,324,Saginaw Valley State,2/14/1988,3,
R.Wendell,74,300,Fresno State,3/4/1986,7,NE
J.Stupar,75,254,Virginia,7/24/1984,4,
B.Green-Ellis,71,220,Mississippi,7/2/1985,7,
K.Fuller,71,190,Virginia Tech,2/16/1992,2,CHI
K.Mack,75,250,Buffalo,2/22/1991,2,OAK
E.Ferguson,74,300,LSU,9/22/1991,2,CHI
J.Amaro,77,265,Texas Tech,6/26/1992,2,NYJ
C.Hyde,72,235,Ohio State,9/20/1991,2,SF
T.Niklas,78,270,Notre Dame,9/18/1992,2,ARI
,77,311,Nebraska,11/8/1990,2,WAS
,78,312,Ohio State,9/30/1991,2,IND
,74,331,Notre Dame,7/31/1991,2,
W.Sutton,72,303,Arizona State,10/3/1991,2,CHI
,71,188,Mount Union,11/28/1991,1,
E.Brown,77,338,Virginia,5/22/1982,5,
B.Jacobs,76,264,Southern Illinois,7/6/1982,10,
M.Barber,71,218,Minnesota,6/10/1983,7,
V.Fuller,73,192,Virginia Tech,8/3/1982,7,
D.Buenning,76,300,Wisconsin,10/26/1981,5,
K.Orton,76,228,Purdue,11/14/1982,11,
R.Willis,78,304,Florida State,8/13/1982,8,
D.Stewart,79,313,Mississippi State,8/28/1982,9,
Z.Dysert,75,221,Miami (Ohio),2/8/1990,2,
D.Jones,71,205,Arkansas State,5/14/1990,3,CLE
M.Mauti,74,243,Penn State,1/19/1990,3,NO
E.Dawkins,74,298,Florida State,6/13/1990,2,
C.Sturgis,69,192,Florida,8/9/1989,3,PHI
M.James,70,223,Miami (Fla.),4/13/1991,3,TB
Ja.Williams,75,348,Oklahoma State,4/28/1976,13,
,78,254,New Hampshire,12/27/1986,0,
J.Schepler,74,274,Northern Illinois,2/6/1990,1,
,72,250,San Jose State,1/3/1990,1,
D.Hinds,72,235,Florida Atlantic,2/25/1990,1,
T.Hill,78,245,Colorado State,11/28/1985,3,
M.Simon,73,199,Northern Illinois,12/4/1985,0,
E.Heyman,73,289,Louisville,9/5/1987,0,
M.Brown,77,300,Mississippi State,4/23/1986,1,
J.Unga,77,320,Midwestern State,1/5/1987,2,
I.Cross,76,300,Georgia Tech,5/1/1991,0,
J.Dangerfield,71,200,Towson,12/25/1990,1,
J.Tuel,75,221,Washington State,2/12/1991,2,
L.Okoye,78,304,No College,10/6/1991,2,
,74,240,Stanford,1/5/1990,0,
K.Greene,73,241,Rutgers,2/4/1989,3,
P.Woods,77,255,Michigan,1/6/1982,5,
M.Bell,72,225,Arizona,4/23/1983,6,
H.Baskett,76,220,New Mexico,9/4/1982,5,
C.Mays,73,245,Notre Dame,11/27/1983,5,
C.Culliver,72,199,South Carolina,8/17/1988,5,WAS
D.Van Dyke,73,185,Miami (Fla.),1/17/1989,4,
T.Toliver,77,204,LSU,5/7/1988,1,
R.Taylor,75,300,UCLA,8/29/1988,1,
M.Wilson,76,260,Illinois,9/21/1988,4,
J.Teague,73,184,Texas Christian,8/1/1988,1,
R.Mallett,78,245,Arkansas,6/5/1988,5,BAL
Z.Pauga,73,246,Colorado State,2/25/1988,1,
W.Rackley,75,318,Lehigh,10/11/1989,4,
J.Maehl,72,184,Oregon,3/16/1989,3,
B.Hartmann,74,227,Central Michigan,8/17/1987,2,
L.Hankerson,74,211,Miami (Fla.),1/30/1989,5,BUF
E.Stevens,71,240,California,10/1/1989,0,
,77,315,Massachusetts,11/20/1990,2,
J.Miles,69,188,Arizona State,2/28/1991,0,
P.Hazel,77,227,Western Michigan,5/4/1990,2,
K.Taufa'asau,74,300,Wyoming,9/18/1990,0,
D.Williams,70,213,Cal Poly-S.L.O.,7/9/1990,0,
J.Wetzel,79,328,Boston College,7/18/1991,1,
M.Bomar,72,232,Cincinnati,8/1/1990,0,
T.Barnes,79,364,Georgia Tech,6/14/1990,2,BUF
R.Dill,78,320,Rutgers,7/26/1990,1,
,73,232,Regina (Canada),9/12/1989,0,
M.Bryant,69,203,Baylor,5/29/1975,14,ATL
C.Hart,72,208,Central Florida CC,7/20/1977,7,
,73,214,Boston College,1/12/1992,0,
,75,260,Northwest Missouri State,9/21/1991,0,STL
,72,229,Syracuse,8/4/1993,0,STL
,70,196,Texas Tech,12/14/1992,0,STL
D.Branch,69,195,Louisville,7/18/1979,12,
A.Randle El,70,185,Indiana,8/17/1979,9,
A.Bryant,73,211,Pittsburgh,3/9/1981,8,
B.Leber,75,245,Kansas State,12/7/1978,10,
A.Goodman,70,191,South Carolina,8/11/1978,10,
N.Bennett,76,315,Clemson,1/19/1984,1,
B.Latsko,70,233,Florida,2/16/1984,3,
C.Davis,70,225,Illinois,3/27/1981,6,
A.Brown,75,260,Florida,6/4/1979,11,
B.Williams,72,192,North Carolina State,7/2/1979,10,
D.Wesley,73,215,Arkansas-Pine Bluff,4/5/1979,9,
K.Bentley,72,248,Northwestern,12/29/1979,10,
M.Lucas,76,267,Colorado,3/26/1987,1,
J.Peelle,76,251,Oregon,3/15/1979,11,
M.Slauson,77,320,Nebraska,2/18/1986,7,CHI
C.Taylor,74,212,LSU,7/13/1985,3,
C.Wire,72,225,Stanford,11/7/1978,10,
D.Mougey,77,219,San Diego State,4/7/1985,1,
K.Huber,73,214,Cincinnati,7/16/1985,7,CIN
K.McKinley,72,183,South Carolina,1/31/1987,2,
C.Brown,79,326,Missouri,8/29/1985,2,
T.Taylor,72,319,Michigan,5/14/1986,1,
N.Harris,74,232,Oklahoma,10/6/1986,2,
Q.Johnson,73,255,LSU,9/30/1986,5,
J.Dillard,71,190,Rice,12/21/1985,4,
D.Smith,71,200,Cincinnati,7/17/1986,3,
J.Casey,75,240,Rice,9/22/1984,7,
J.Brinkley,73,252,South Carolina,7/12/1985,7,NYG
J.Thomas,77,271,Syracuse,6/26/1981,6,
A.Smith,77,298,Northern Colorado,4/19/1976,13,
C.Roh,76,280,Michigan,1/25/1991,1,
T.Mobley,75,300,Jacksonville State,10/3/1989,0,
M.Lineberry,73,200,Abilene Christian,1/25/1991,0,
R.Lester,73,215,Alabama,4/30/1988,3,
W.Horton,77,270,USC,1/18/1990,3,
M.White,73,215,Louisiana-Lafayette,6/26/1990,3,
C.Walker,73,340,Oklahoma,12/6/1989,2,DAL
B.McCray,78,260,Florida,8/8/1981,7,
C.Cramer,74,250,Dartmouth,1/5/1982,6,
M.Jones,69,185,Tennessee,11/3/1980,6,
D.Still,77,310,Penn State,7/11/1989,4,
K.Wright,70,191,Baylor,11/12/1989,4,TEN
B.Wagner,72,241,Utah State,6/27/1990,4,SEA
P.Mannelly,77,265,Duke,4/18/1975,16,
P.Manning,77,230,Tennessee,3/24/1976,18,DEN
A.Silatolu,76,320,Midwestern State,9/16/1988,4,CAR
D.Muhammad,70,180,Indiana,9/8/1988,1,
J.Attaochu,75,252,Georgia Tech,1/17/1993,2,SD
,72,194,Oklahoma,10/2/1991,2,JAC
,77,270,Mississippi State,7/15/1990,2,OAK
K.Edebali,74,253,Boston College,8/17/1989,2,NO
A.Barr,77,255,UCLA,3/18/1992,2,MIN
P.Richardson,72,183,Colorado,4/13/1992,2,SEA
,74,294,American International,6/20/1991,0,
W.Wright,70,190,South Dakota State,3/16/1991,0,
C.Holley,74,200,East Central (OK),12/26/1990,1,
K.Williams,69,183,Pittsburgh,7/12/1991,2,CLE
K.Kaesviharn,73,200,Augustana (S.D.),8/29/1976,9,
R.Tannehill,76,220,Texas A&M,7/27/1988,4,MIA
,74,249,USC,9/23/1993,0,TEN
,76,195,Rutgers,10/13/1991,0,TEN
A.Perkins,70,200,Colorado,1/18/1989,1,
,69,187,Notre Dame,12/28/1991,0,TEN
,72,189,Fresno State,7/18/1992,0,TEN
,76,330,West Virginia,8/7/1991,0,TEN
O.Kreutz,74,292,Washington,6/9/1977,14,
D.Mayo,71,228,Old Dominion,3/28/1988,1,
C.Harris,70,199,Kansas,6/18/1989,4,DEN
J.Hamler,74,195,Fresno State,12/7/1988,2,
A.Grant,78,320,Arizona,5/2/1986,1,
D.Goodwin,71,188,Washington,12/26/1987,2,
A.Sylvester,73,248,Washington,4/15/1988,2,
J.Rogers,73,183,Michigan,5/27/1989,1,
M.Johnson,74,207,Arizona,5/9/1984,5,
,77,304,Azusa Pacific,5/4/1991,0,DAL
,71,222,South Dakota State,9/13/1991,0,DET
,74,238,Rutgers,7/25/1992,0,
C.Palmer,77,235,USC,12/27/1979,13,ARI
V.Taua,69,211,Nevada,10/11/1988,2,
L.Stocker,78,253,Tennessee,7/17/1988,5,TB
T.Langley,76,297,Arkansas Tech,7/28/1989,1,
C.Banks,74,310,Fresno State,1/3/1986,1,
C.Nelms,73,191,Miami (Fla.),2/27/1988,1,
R.Lee,75,308,Furman,10/16/1988,1,
R.Golden,71,202,Arizona,9/13/1990,4,PIT
A.Davis,74,221,Southern Mississippi,6/2/1989,4,CLE
E.Coffey,72,235,Baylor,12/3/1989,0,
C.Harkey,76,259,UCLA,6/17/1990,4,STL
M.Silva,72,206,Hawaii,8/17/1988,2,
S.Mahan,75,301,Notre Dame,5/28/1980,7,
J.Chapman,72,340,Alabama,6/10/1989,4,
R.Blanton,73,200,Notre Dame,9/7/1989,4,MIN
B.Walsh,70,170,Georgia,1/8/1990,4,MIN
D.Trevathan,73,240,Kentucky,3/24/1990,4,DEN
N.Ebner,72,220,Ohio State,12/14/1988,4,NE
K.Randall,77,325,Texas,5/7/1990,2,
J.Wright,70,191,Arkansas,11/25/1989,4,MIN
,75,217,Arkansas,3/10/1990,1,
J.Owens,73,304,Georgia,10/14/1986,1,
A.Cole,77,248,North Carolina State,6/1/1989,4,MIN
T.Guyton,75,280,California,1/9/1990,1,
J.Blalock,76,326,Texas,12/20/1983,8,
J.Beck,74,217,Brigham Young,8/21/1981,6,
E.Weddle,71,200,Utah,1/4/1985,9,SD
Z.Miller,77,255,Arizona State,12/11/1985,8,
K.Kolb,75,218,Houston,8/24/1984,7,
A.Branch,78,350,Michigan,12/29/1984,9,NE
P.Posluszny,74,240,Penn State,10/10/1984,9,JAC
C.Houston,71,178,Arkansas,10/18/1984,8,
T.Ugoh,77,301,Arkansas,11/17/1983,5,
,75,315,Louisiana-Monroe,10/30/1991,1,
R.Heimuli,76,314,Oregon,9/18/1991,1,
M.Barkley,74,227,USC,9/8/1990,3,ARI
T.McDonald,74,217,USC,1/26/1991,3,STL
,75,240,Missouri Western State,7/3/1991,0,
C.Loston,74,209,LSU,12/21/1989,2,JAC
S.Morris,74,218,Miami (Fla.),8/27/1992,1,IND
D.Poe,75,346,Memphis,8/18/1990,4,KC
D.Allen,75,265,Clemson,2/24/1990,4,IND
D.Tialavea,76,260,Utah State,7/27/1991,1,ATL
M.Kalil,79,317,USC,7/6/1989,4,MIN
B.Thompson,74,305,Clemson,10/19/1989,4,CIN
D.Gratz,71,206,Connecticut,3/8/1990,3,JAC
B.Osweiler,80,240,Arizona State,11/22/1990,4,DEN
R.Hillman,70,195,San Diego State,9/14/1991,4,DEN
J.Jenkins,70,198,North Alabama,10/29/1988,4,STL
P.Lenon,74,240,Richmond,11/26/1977,12,
T.Bruschi,73,247,Arizona,6/9/1973,14,
,76,334,Florida State,8/21/1994,0,NYG
,75,245,Newberry,2/23/1992,0,MIN
R.Wallace,76,222,San Diego State,5/10/1986,3,
R.Weaver,73,210,Michigan State,1/9/1987,1,
Ma.Moore,72,190,Fresno State,9/3/1987,6,CLE
J.Amaya,74,205,Nevada,11/25/1988,4,
M.Komar,71,202,Idaho,4/30/1987,2,
M.Green,70,183,Mississippi,1/14/1986,2,
A.Jefferson,73,190,Fresno State,4/4/1988,5,
D.Tyler,79,305,Temple,7/2/1986,1,
,72,190,Marshall,11/26/1990,0,NE
L.Rankin,73,205,Washington,5/4/1985,4,
,78,320,Stanford,1/18/1992,2,
R.Grant,72,193,Tulane,12/19/1990,2,WAS
B.Vereen,71,202,Minnesota,8/17/1992,2,
J.White,70,205,Wisconsin,2/3/1992,2,NE
D.Johnson,74,200,North Carolina State,12/1/1991,2,SF
D.Thomas,68,176,Oregon,1/5/1993,2,
,78,320,Stanford,9/3/1992,2,NE
L.Taliaferro,72,225,Coastal Carolina,12/23/1991,2,BAL
L.Webster,78,262,Bloomsburg,2/14/1990,2,
T.Savage,76,228,Pittsburgh,4/26/1990,2,HOU
,74,318,Regina (Canada),7/29/1991,1,NYG
J.Jansen,78,305,Michigan,1/28/1976,12,
D.Rhaney,74,301,Tennessee State,6/22/1992,2,STL
M.Sam,74,261,Missouri,1/17/1990,0,
G.Gilbert,76,221,Southern Methodist,7/1/1991,1,
E.Gaines,70,190,Missouri,2/23/1992,2,STL
,69,198,Ohio State,3/21/1992,1,STL
,79,299,Portland State,1/2/1991,1,PIT
T.Mason,68,207,Auburn,8/6/1993,2,STL
C.Sims,72,211,West Virginia,9/19/1990,2,TB
M.Alexander,73,220,Utah State,2/16/1991,2,STL
D.Archer,68,173,Kent State,8/9/1991,2,
K.McMahan,74,192,Maine,3/2/1983,1,
Q.Ganther,69,220,Utah,7/15/1984,5,
B.Obomanu,73,204,Auburn,10/30/1983,8,
D.Anderson,70,193,Colorado State,7/28/1983,6,
D.Tollefson,76,260,Northwest Missouri State,7/10/1982,7,
M.Colston,76,225,Hofstra,6/5/1983,10,NO
T.Spikes,74,242,Auburn,12/17/1976,15,
,72,210,Nevada-Las Vegas,4/28/1992,0,
D.Raiola,74,293,Wisconsin,12/13/1982,3,
I.Smolko,77,258,Penn State,2/28/1983,2,
C.Gordon,73,212,Jackson State,4/23/1983,6,
R.Ayodele,74,318,Oklahoma,4/22/1983,7,
S.Terrell,70,197,Texas A&M,9/21/1990,3,SEA
G.Gibson,75,312,Rutgers,5/5/1982,8,
H.Ward,72,205,Georgia,3/8/1976,14,
W.Curry,76,309,Albany,6/18/1981,4,
T.Weber,72,204,Arizona State,9/27/1987,2,
J.Williams,73,196,East Carolina,8/21/1988,1,
I.Abdul-Quddus,73,201,Fordham,8/3/1989,5,DET
A.Allen,68,190,Notre Dame,4/30/1989,2,
B.Heath,73,215,Louisville,7/17/1988,1,
H.Rugland,74,240,No College,10/7/1984,0,
R.Lewis,74,253,Oklahoma,9/17/1990,2,
C.Barker,74,300,Nevada,8/3/1990,2,
T.Whitehead,74,242,Temple,4/2/1990,4,DET
,76,295,Alabama-Birmingham,4/23/1991,2,PIT
M.Zimmer,74,239,Illinois State,9/23/1990,1,
,71,188,Furman,7/14/1989,0,
J.Green,72,184,New Mexico State,7/19/1989,3,
B.Coleman,75,231,Tennessee-Chattanooga,9/16/1988,1,
D.Paulson,76,246,Oregon,2/22/1989,3,
C.Bumphis,70,202,Mississippi State,10/18/1989,1,
,73,237,Louisiana-Lafayette,11/9/1992,0,
,76,252,Western Kentucky,12/11/1992,0,
,72,196,Old Dominion,2/25/1992,0,
,75,252,LSU,10/5/1992,0,
M.Hasselbeck,76,235,Boston College,9/25/1975,17,IND
M.Benard,74,260,Jackson State,7/26/1985,5,
D.Beckwith,72,242,LSU,5/15/1987,1,
C.Brinkley,69,208,Syracuse,9/20/1985,4,
A.Felder,74,231,California,3/16/1987,1,
G.Lewis,72,185,Illinois,2/12/1980,8,
K.Cook,75,310,Michigan State,7/25/1983,6,
B.Daniels,76,303,Colorado,10/31/1984,3,
D.Herron,73,239,Michigan State,6/17/1984,5,
D.Muhlbach,76,258,Texas A&M,8/17/1981,12,DET
L.Foote,73,239,Michigan,6/12/1980,13,
M.Reilly,75,212,Central Washington,1/1/1985,1,
D.Dixon,75,215,Oregon,1/11/1985,5,
R.Schuening,75,315,Oregon State,4/8/1984,4,
T.Grisham,71,180,Clemson,6/11/1987,4,
T.Korte,72,239,Hillsdale,7/26/1986,1,
L.Guion,76,322,Florida State,6/21/1987,8,GB
R.Foster,77,328,Tennessee,1/7/1986,7,PIT
K.Davis,79,265,Michigan State,10/11/1985,8,NYJ
T.Williams,70,195,South Florida,1/30/1985,3,
D.Richardson,71,190,New Mexico State,4/3/1986,1,
A.Schantz,73,235,Portland State,8/23/1986,1,
A.Etukeren,75,245,Georgetown,5/10/1987,1,
C.Jennings,70,219,Arizona,12/12/1985,3,
J.Robinson,75,200,Butler Co. CC PA,12/6/1982,0,
M.Cole,70,195,Northwestern,11/1/1983,6,
C.Denmark,71,185,Arkansas-Monticello,9/29/1985,1,
R.Manalac,72,235,Cincinnati,10/20/1985,2,
S.Heyer,78,330,Maryland,1/16/1984,6,
T.Kelly,78,310,Mississippi State,12/27/1980,11,
J.Peters,76,328,Arkansas,1/22/1982,12,PHI
J.Vandenberg,75,220,Iowa,11/24/1989,0,
C.Habben,78,290,Washington,3/21/1988,1,
J.Kasay,70,210,Georgia,10/27/1969,22,
D.Rogers,74,250,California-Davis,11/7/1987,1,
D.Cosby,75,240,Central Missouri State,7/2/1988,2,
R.Burgess,70,186,Arizona State,9/19/1984,2,
J.Finley,78,250,Oklahoma,1/30/1985,4,
B.De La Puente,75,306,California,5/13/1985,6,WAS
L.Holmes,76,275,Arizona,2/24/1985,2,
C.Dillon,72,202,Washington State,1/30/1986,1,
,75,249,Ohio State,10/16/1989,1,
P.Adams,71,195,South Carolina State,7/20/1988,6,ATL
C.McAlister,73,210,Arizona,6/14/1977,11,
B.Cooks,70,189,Oregon State,9/25/1993,2,NO
T.Bridgewater,74,215,Louisville,11/10/1992,2,MIN
D.Strozier,68,181,Tulane,10/27/1990,0,
O.Beckham Jr.,71,198,LSU,11/5/1992,2,NYG
,69,175,Arizona State,2/16/1990,2,
,74,200,Illinois,7/20/1990,0,
,75,296,Towson,11/19/1991,0,
J.Bush,72,200,Utah State,5/21/1984,9,
C.Roberson,71,190,Eastern Michigan,6/3/1983,5,
,75,298,Colorado State,7/9/1991,2,NYG
S.Jean-Baptiste,75,218,Nebraska,4/12/1990,2,
,75,286,Indiana,11/20/1992,0,NO
,72,329,East Carolina,4/15/1992,0,CHI
,75,250,North Carolina,7/29/1992,0,NO
,77,284,Tusculum,1/3/1993,0,
C.Morrah,75,251,California,3/18/1987,4,
T.McDaniel,79,305,Tennessee,1/20/1985,10,TB
M.Pennel,76,332,Colorado State-Pueblo,5/9/1991,2,GB
B.Iwuh,72,239,Colorado,3/8/1984,6,
,73,200,Western Kentucky,5/5/1991,0,BUF
,72,232,Stanford,4/30/1992,0,BUF
,77,270,No College,10/12/1989,2,
C.Davis,70,201,Auburn,11/4/1990,2,SF
J.Doughty,72,234,Utah State,8/17/1991,0,
D.Birmingham,70,210,Arkansas,11/22/1982,1,
K.Brown,76,253,Clemson,4/17/1988,1,TB
A.Robinson,73,250,Temple,11/21/1989,2,
M.Willis,72,190,UCLA,4/13/1984,6,
D.Holt,73,243,California,12/1/1988,1,
V.Meatoga,74,295,Hawaii,8/19/1989,1,
C.Minnifield,72,185,Virginia,3/31/1989,2,
W.Batson,75,210,North Alabama,9/8/1986,1,
L.Lewis,74,207,East Carolina,11/1/1988,1,
G.Pakulak,75,220,Kentucky,4/9/1980,5,
R.Moore,75,271,Clemson,11/29/1988,1,
D.Meggett,68,219,Maryland,3/22/1990,1,
S.Loiseau,72,236,Merrimack,10/10/1989,2,
N.Roach,73,235,Northwestern,6/16/1985,8,
D.Johnson,76,290,Bowie State,1/13/1988,1,
,75,230,North Carolina,1/1/1989,1,
J.Grimes,70,209,William & Mary,12/21/1989,3,HOU
J.Jackson,72,192,Missouri,2/6/1990,1,
M.Hass,73,210,Oregon State,1/2/1983,5,
T.Patterson,69,170,Colorado,9/20/1988,1,
B.Ross,72,190,Youngstown State,9/28/1989,4,SD
J.Lattimore,74,229,Middle Tennessee State,10/6/1988,5,NYJ
T.Sherman,76,302,James Madison,2/7/1988,1,
B.Saine,71,220,Ohio State,12/14/1988,2,
V.So'oto,75,263,Brigham Young,8/19/1987,3,
S.Smithson,71,202,Utah,8/23/1987,2,
K.Taylor,72,200,Arizona State,2/20/1989,2,
D.Kinder,73,202,Pittsburgh,3/25/1986,1,
M.Rivera,75,245,Tennessee,9/8/1990,3,OAK
S.McGee,75,310,Oklahoma,1/17/1990,3,OAK
B.Butler,75,215,San Diego State,1/29/1990,3,DAL
D.Bass,76,256,Missouri Western State,9/11/1990,3,TEN
A.Schiltz,76,256,Emporia State,6/27/1990,1,
B.Williams,73,335,Missouri Southern State,2/21/1989,3,BAL
N.Kasa,78,265,Colorado,11/5/1990,3,
L.Murray,75,230,Central Florida,1/18/1990,3,OAK
C.Lemonier,75,255,Auburn,11/19/1991,3,SF
W.Davis,71,190,Utah State,5/8/1990,3,BAL
E.Fisher,79,315,Central Michigan,1/5/1991,3,KC
R.Nelson,71,210,Florida,9/21/1983,9,CIN
B.Quinn,75,235,Notre Dame,10/27/1984,8,
T.Houshmandzadeh,74,203,Oregon State,9/26/1977,11,
A.Carriker,78,300,Nebraska,5/6/1984,7,
D.Revis,71,198,Pittsburgh,7/14/1985,9,NYJ
L.Timmons,73,234,Florida State,5/14/1986,9,PIT
J.Harrell,76,315,Tennessee,2/14/1984,3,
J.Moss,79,260,Florida,8/3/1984,5,
L.Hall,71,195,Michigan,12/9/1984,9,CIN
M.Griffin,72,215,Texas,1/4/1985,9,TEN
A.Ross,72,190,Texas,9/15/1982,8,
C.Rachal,77,323,USC,3/15/1986,6,
J.Carlson,77,248,Notre Dame,5/12/1984,8,
K.Phillips,74,217,Miami (Fla.),11/24/1986,6,
D.Keller,74,255,Purdue,9/25/1984,6,
D.Avery,71,200,Houston,6/12/1984,7,
P.Merling,77,315,Clemson,4/19/1985,4,
B.Flowers,69,187,Virginia Tech,2/18/1986,8,SD
D.Thomas,74,221,Michigan State,11/15/1986,5,
C.Lofton,72,245,Oklahoma,6/9/1986,8,OAK
J.Nelson,75,217,Kansas State,5/31/1985,8,GB
M.Rolle,74,215,Florida State,10/30/1986,3,
B.Turner,75,265,Nebraska,1/7/1987,1,
S.McGee,68,182,James Madison,12/4/1986,2,
T.Pike (3rd QB),78,222,Cincinnati,3/10/1986,2,
M.Balogun,72,240,Oklahoma,9/28/1983,3,
T.Brock,70,197,Belhaven College,8/20/1988,6,SF
J.Brown,75,225,West Virginia,9/21/1987,2,
K.Kristick,75,234,Oregon State,4/25/1988,2,
C.Maragos,70,200,Wisconsin,1/6/1987,6,PHI
W.Young,76,251,North Carolina State,9/19/1985,6,CHI
M.Shuler,76,247,Penn State,10/9/1986,2,
,73,190,Northwestern,6/10/1992,1,
S.Redd,70,200,USC,3/1/1992,2,WAS
,70,180,North Dakota State,3/2/1991,0,
,75,325,Arkansas,2/18/1991,1,MIA
,75,219,Saginaw Valley State,6/24/1991,2,GB
T.Reilly,77,245,Utah,1/17/1988,2,NYJ
,75,285,Boston College,6/20/1989,2,
T.Reese,71,170,Baylor,1/2/1991,1,
J.Peterson,75,240,Michigan State,7/28/1978,11,
J.Page,72,225,UCLA,10/19/1984,6,
R.Wright,77,300,Texas,7/31/1984,5,
D.Aromashodu,74,201,Auburn,5/23/1984,6,
W.Montgomery,75,304,Virginia Tech,2/13/1983,10,CHI
T.Walker,70,191,Illinois State,8/25/1990,1,
J.Reed,73,245,Prairie View A&M;,7/12/1990,0,
J.Amosa,71,247,Washington,10/16/1990,0,
D.Savage,73,252,New Mexico State,5/5/1989,0,
M.Williams,75,254,Kansas State,6/3/1991,0,
R.Carter,75,205,Tusculum,10/18/1989,0,
M.Lee,73,191,Utah,8/10/1989,0,
T.Stephens,73,315,Stanford,1/7/1991,0,
M.Brown,70,207,Nebraska,2/13/1978,10,
J.Chick,76,255,Utah State,11/20/1982,3,
C.Crocker,71,197,Marshall,3/9/1980,12,
J.Kyle,75,242,Arizona State,5/12/1972,16,
J.Elam,71,195,Hawaii,3/8/1970,17,
A.Terry,80,335,Syracuse,9/1/1982,6,
M.McCoy,72,232,San Diego State,10/14/1982,8,
R.Parrish,69,175,Miami (Fla.),7/16/1982,8,
J.Miller,71,186,Clemson,2/14/1984,7,
K.Hayden,72,195,Illinois,7/23/1983,10,
J.Babineaux,74,300,Iowa,10/12/1981,11,ATL
B.McFadden,72,190,Florida State,11/21/1981,7,
V.Jackson,77,230,Northern Colorado,1/14/1983,11,TB
,72,191,Maryland,11/29/1993,0,MIN
,75,226,UCLA,6/15/1993,0,GB
,73,310,Georgia Tech,8/28/1993,0,NE
,76,310,West Virginia,5/3/1992,0,SEA
,74,199,Texas Southern,8/5/1992,0,BAL
,72,305,Clemson,4/28/1993,0,ATL
,72,218,Penn State,4/29/1993,0,CHI
,74,258,Southern Illinois,3/24/1992,0,MIN
,72,193,Texas,4/22/1993,0,NYG
,69,196,Memphis,8/18/1993,0,MIA
K.Richardson,71,200,West Virginia,4/21/1987,0,
J.Kelley,78,231,Maine,6/9/1988,0,
J.Demps,67,191,Florida,1/8/1990,2,
A.Johnson,74,240,Tennessee,6/16/1989,2,NO
,77,305,USC,8/3/1990,1,
D.Scafe,74,300,Boston College,4/26/1988,2,
F.Taylor,73,228,Florida,1/27/1976,13,
D.Collins,74,189,Gardner-Webb,7/12/1987,1,
P.Egboh,78,277,Stanford,3/23/1986,2,
B.Bolden,71,220,Mississippi,1/26/1990,4,NE
T.Lambert,70,188,Notre Dame,12/1/1985,3,
B.Rentmeester,72,247,Wisconsin,4/25/1986,1,
D.Harlan,76,281,Bacone,12/20/1990,0,
D.Briggs,75,248,Bowling Green State,10/31/1985,3,
C.Messina,74,236,New Mexico,9/8/1988,1,
E.Westbrooks,76,267,West Texas A&M,11/15/1990,2,STL
,69,208,Tulsa,2/13/1991,2,STL
K.Mitchell,77,318,East Carolina,4/7/1985,1,
M.Roberson,72,191,Florida,10/4/1992,2,STL
J.Millard,74,232,Cal Poly-Pomona,6/5/1991,0,
,77,316,Mississippi,1/1/1991,0,
G.Johnson,76,265,Rutgers,12/11/1987,4,TB
D.Pasco,72,170,Georgia Southern,5/15/1987,1,
R.Taylor,74,265,Clemson,4/3/1987,2,
B.Grant,75,195,California-Davis,6/24/1987,1,
B.Satele,72,248,Hawaii,11/8/1987,2,
C.Reamer,75,231,Alabama,5/6/1987,1,
K.Bosworth,73,245,UCLA,11/21/1986,4,
A.Maybin,76,237,Penn State,4/6/1988,5,
M.King,74,280,Iowa,5/5/1986,3,
A.Kampman,76,260,Iowa,11/30/1979,10,
R.Agnone,78,256,Delaware,10/2/1985,2,
R.Bernard,75,301,Texas A&M;,4/19/1979,11,
